transaction_id,timestamp,amount,category,merchant,is_anomaly
txn_4929548,2025-04-21T14:11:42,17.39,shopping,starbucks,0
txn_7957700,2025-04-21T14:44:42,6.99,entertainment,walmart,0
txn_1725800,2025-04-21T16:00:42,6.77,shopping,target,0
txn_4162557,2025-04-21T16:13:42,1523.84,rent,local_restaurant,0
txn_7545403,2025-04-21T17:47:42,46.41,dining,netflix,0
txn_6723439,2025-04-21T17:48:42,0.12,groceries,walmart,1
txn_6134629,2025-04-21T19:06:42,7.28,groceries,amazon,0
txn_7173860,2025-04-21T20:07:42,134.52,utilities,walmart,0
txn_2747360,2025-04-21T20:57:42,15.34,entertainment,amazon,0
txn_8699005,2025-04-21T21:10:42,9.71,shopping,target,0
txn_2941272,2025-04-21T22:17:42,120.27,utilities,walmart,0
txn_4793868,2025-04-21T22:53:42,25.77,entertainment,walmart,0
txn_3916561,2025-04-21T23:54:42,44.37,dining,target,0
txn_8422471,2025-04-22T00:52:42,36.73,dining,netflix,0
txn_5244397,2025-04-22T01:01:42,25.4,entertainment,walmart,0
txn_8519643,2025-04-22T01:14:42,0.82,dining,walmart,1
txn_8361744,2025-04-22T03:25:42,28.1,groceries,uber,0
txn_1573881,2025-04-22T03:40:42,11.41,shopping,starbucks,0
txn_4488829,2025-04-22T03:55:42,12.1,groceries,local_restaurant,0
txn_2800375,2025-04-22T04:14:42,15104.01,utilities,starbucks,1
txn_3055192,2025-04-22T05:12:42,1344.44,rent,target,0
txn_5418156,2025-04-22T05:38:42,85.42,utilities,target,0
txn_2301702,2025-04-22T08:25:42,5.34,entertainment,starbucks,0
txn_8935358,2025-04-22T09:37:42,56.38,entertainment,walmart,0
txn_1306042,2025-04-22T10:00:42,99.53,utilities,netflix,0
txn_6398856,2025-04-22T10:47:42,35.44,shopping,starbucks,0
txn_3199746,2025-04-22T10:58:42,30.65,dining,walmart,0
txn_8441459,2025-04-22T11:16:42,27.54,dining,starbucks,0
txn_3829390,2025-04-22T12:40:42,1323.01,rent,walmart,0
txn_9358749,2025-04-22T12:59:42,11.1,dining,netflix,0
txn_9650930,2025-04-22T13:48:42,26.09,shopping,amazon,0
txn_6088890,2025-04-22T14:00:42,132.17,utilities,uber,0
txn_1455868,2025-04-22T14:21:42,22.28,entertainment,amazon,0
txn_6272864,2025-04-22T15:12:42,132.58,utilities,amazon,0
txn_7636998,2025-04-22T17:31:42,9.51,groceries,target,0
txn_9599501,2025-04-22T17:32:42,26.31,entertainment,target,0
txn_6033820,2025-04-22T19:11:42,1433.89,rent,walmart,0
txn_2940940,2025-04-22T20:06:42,17.13,shopping,uber,0
txn_8531213,2025-04-22T20:38:42,15.08,groceries,amazon,0
txn_4989432,2025-04-22T22:10:42,1463.7,rent,target,0
txn_6158790,2025-04-22T23:08:42,28.16,dining,target,0
txn_3659379,2025-04-23T00:51:42,16.55,groceries,amazon,0
txn_8269608,2025-04-23T02:01:42,23.15,groceries,starbucks,0
txn_2093565,2025-04-23T02:04:42,157.52,utilities,walmart,0
txn_1871243,2025-04-23T02:37:42,21.7,entertainment,uber,0
txn_1561071,2025-04-23T03:02:42,44.42,entertainment,uber,0
txn_4890110,2025-04-23T03:37:42,7.65,entertainment,target,0
txn_4778716,2025-04-23T05:18:42,18.52,dining,walmart,0
txn_6617492,2025-04-23T05:35:42,76.45,utilities,local_restaurant,0
txn_3726363,2025-04-23T06:09:42,1468.52,rent,netflix,0
txn_7405546,2025-04-23T06:09:42,151.95,groceries,target,0
txn_5490741,2025-04-23T10:14:42,69.69,utilities,uber,0
txn_5404421,2025-04-23T11:12:42,8.6,entertainment,walmart,0
txn_4273397,2025-04-23T12:17:42,16.62,groceries,target,0
txn_8524132,2025-04-23T13:56:42,1846.17,rent,starbucks,0
txn_8375596,2025-04-23T14:13:42,1689.31,rent,amazon,0
txn_1089169,2025-04-23T17:12:42,81.62,groceries,uber,0
txn_3028851,2025-04-23T17:17:42,8.03,groceries,local_restaurant,0
txn_3856804,2025-04-23T18:00:42,8.28,groceries,amazon,0
txn_4651387,2025-04-23T18:22:42,99.17,utilities,netflix,0
txn_8073263,2025-04-23T18:44:42,1755.26,rent,starbucks,0
txn_1158393,2025-04-23T20:07:42,49.55,groceries,starbucks,0
txn_9676924,2025-04-23T20:28:42,31.73,dining,walmart,0
txn_5157788,2025-04-23T20:47:42,49.94,entertainment,netflix,0
txn_7346374,2025-04-23T21:22:42,22.14,shopping,local_restaurant,0
txn_7929085,2025-04-23T21:58:42,12967.9,utilities,amazon,1
txn_6081957,2025-04-23T22:43:42,22.44,entertainment,uber,0
txn_2801952,2025-04-23T23:29:42,20.01,dining,local_restaurant,0
txn_4750125,2025-04-24T01:48:42,14540.7,shopping,starbucks,1
txn_8734022,2025-04-24T01:56:42,79.46,utilities,netflix,0
txn_5814146,2025-04-24T03:08:42,1323.86,rent,target,0
txn_4627626,2025-04-24T03:09:42,5.94,shopping,uber,0
txn_8708689,2025-04-24T03:12:42,25.63,dining,netflix,0
txn_4473601,2025-04-24T04:55:42,59.94,entertainment,amazon,0
txn_2710212,2025-04-24T04:59:42,30.56,groceries,local_restaurant,0
txn_8739916,2025-04-24T05:26:42,1619.03,rent,netflix,0
txn_3674752,2025-04-24T06:38:42,31.1,shopping,netflix,0
txn_3700993,2025-04-24T07:25:42,3.88,shopping,amazon,0
txn_3040696,2025-04-24T07:49:42,122.84,utilities,walmart,0
txn_3998277,2025-04-24T08:33:42,51.77,dining,target,0
txn_2593239,2025-04-24T13:02:42,40.07,entertainment,walmart,0
txn_7088315,2025-04-24T15:29:42,24.82,groceries,walmart,0
txn_2752362,2025-04-24T19:04:42,44.07,dining,local_restaurant,0
txn_5845710,2025-04-24T20:09:42,16.04,dining,amazon,0
txn_6688306,2025-04-24T20:34:42,10.49,dining,amazon,0
txn_7815280,2025-04-24T21:07:42,14.77,entertainment,starbucks,0
txn_6109661,2025-04-24T21:16:42,24.05,groceries,local_restaurant,0
txn_3196266,2025-04-24T23:01:42,17.3,dining,amazon,0
txn_1867838,2025-04-24T23:55:42,5.82,groceries,netflix,0
txn_2079037,2025-04-25T02:43:42,8.42,shopping,local_restaurant,0
txn_7023762,2025-04-25T03:06:42,117.68,utilities,walmart,0
txn_2352695,2025-04-25T03:51:42,6.4,dining,walmart,0
txn_5819912,2025-04-25T04:40:42,26.96,entertainment,local_restaurant,0
txn_2263178,2025-04-25T05:01:42,26.09,dining,uber,0
txn_3934312,2025-04-25T07:27:42,39.51,utilities,netflix,0
txn_7191081,2025-04-25T08:06:42,49.49,dining,starbucks,0
txn_3595356,2025-04-25T09:28:42,23.38,entertainment,amazon,0
txn_4423496,2025-04-25T10:57:42,61.92,shopping,uber,0
txn_8876233,2025-04-25T13:12:42,77.27,utilities,netflix,0
txn_9058687,2025-04-25T16:01:42,13.64,entertainment,starbucks,0
txn_8892680,2025-04-25T16:23:42,40.28,entertainment,uber,0
txn_9171775,2025-04-25T16:31:42,10.14,shopping,starbucks,0
txn_3750015,2025-04-25T18:21:42,77.43,entertainment,uber,0
txn_3292816,2025-04-25T18:39:42,39.32,shopping,target,0
txn_5086219,2025-04-25T22:04:42,30.12,shopping,netflix,0
txn_9012369,2025-04-25T22:22:42,31.84,groceries,local_restaurant,0
txn_9320442,2025-04-25T22:33:42,1670.57,rent,walmart,0
txn_2874850,2025-04-25T23:05:42,1568.77,rent,amazon,0
txn_1058527,2025-04-26T01:47:42,9.88,shopping,target,0
txn_8177545,2025-04-26T04:34:42,10.87,groceries,target,0
txn_9048611,2025-04-26T05:05:42,32.93,shopping,walmart,0
txn_1404950,2025-04-26T06:02:42,22.98,entertainment,walmart,0
txn_5056441,2025-04-26T06:07:42,5.1,entertainment,uber,0
txn_6545098,2025-04-26T06:16:42,27.04,shopping,amazon,0
txn_6236574,2025-04-26T07:10:42,14.64,shopping,amazon,0
txn_9069849,2025-04-26T07:35:42,14.99,groceries,target,0
txn_2363990,2025-04-26T07:58:42,31.73,shopping,uber,0
txn_7955551,2025-04-26T08:26:42,34.14,entertainment,local_restaurant,0
txn_5860884,2025-04-26T09:01:42,67.67,groceries,uber,0
txn_2545181,2025-04-26T09:08:42,77.78,entertainment,uber,0
txn_9704864,2025-04-26T10:50:42,28.44,groceries,local_restaurant,0
txn_6685645,2025-04-26T13:20:42,18.66,dining,target,0
txn_2161283,2025-04-26T14:01:42,31.13,dining,target,0
txn_6516362,2025-04-26T15:26:42,25.51,groceries,netflix,0
txn_5902678,2025-04-26T16:47:42,17333.85,utilities,netflix,1
txn_1181607,2025-04-26T17:43:42,14096.18,shopping,amazon,1
txn_5514991,2025-04-26T17:48:42,16.8,dining,local_restaurant,0
txn_1777277,2025-04-26T18:00:42,1669.19,rent,netflix,0
txn_9716074,2025-04-26T19:28:42,33.26,shopping,starbucks,0
txn_8561011,2025-04-26T20:08:42,80.12,shopping,uber,0
txn_5622942,2025-04-26T20:35:42,31.33,entertainment,walmart,0
txn_7365416,2025-04-26T20:41:42,6.51,dining,local_restaurant,0
txn_5273445,2025-04-26T22:46:42,26.5,entertainment,amazon,0
txn_6234748,2025-04-26T22:51:42,15.58,groceries,netflix,0
txn_3575011,2025-04-26T23:11:42,13812.74,entertainment,starbucks,1
txn_3453039,2025-04-26T23:21:42,25.83,groceries,amazon,0
txn_3419435,2025-04-27T00:04:42,16.54,dining,uber,0
txn_2685322,2025-04-27T00:10:42,13.78,dining,local_restaurant,0
txn_4891390,2025-04-27T00:13:42,27.75,groceries,local_restaurant,0
txn_6613201,2025-04-27T01:40:42,104.9,utilities,target,0
txn_3835309,2025-04-27T02:27:42,5.66,groceries,walmart,0
txn_4362216,2025-04-27T02:40:42,48.01,entertainment,local_restaurant,0
txn_6870128,2025-04-27T03:41:42,13.87,dining,target,0
txn_1768021,2025-04-27T05:32:42,7.49,dining,netflix,0
txn_4925864,2025-04-27T07:27:42,9.92,shopping,amazon,0
txn_3517129,2025-04-27T08:26:42,1406.75,rent,starbucks,0
txn_4740045,2025-04-27T09:27:42,24.98,groceries,starbucks,0
txn_4932747,2025-04-27T09:34:42,57.1,shopping,target,0
txn_8458136,2025-04-27T10:29:42,6.16,dining,netflix,0
txn_6416797,2025-04-27T10:45:42,28.99,dining,local_restaurant,0
txn_3652256,2025-04-27T11:01:42,11.42,shopping,target,0
txn_6874110,2025-04-27T14:41:42,54.1,dining,local_restaurant,0
txn_5363032,2025-04-27T15:22:42,8.43,groceries,netflix,0
txn_4117172,2025-04-27T17:15:42,47.31,groceries,uber,0
txn_9686594,2025-04-27T17:52:42,11.57,groceries,local_restaurant,0
txn_5633000,2025-04-27T19:03:42,88.3,utilities,local_restaurant,0
txn_1872894,2025-04-27T19:47:42,59.03,shopping,netflix,0
txn_6468757,2025-04-27T20:34:42,36.65,dining,walmart,0
txn_6197296,2025-04-27T20:59:42,9.04,groceries,local_restaurant,0
txn_4511531,2025-04-27T21:11:42,8.07,groceries,starbucks,0
txn_8008887,2025-04-27T22:19:42,8528.65,shopping,walmart,1
txn_1846087,2025-04-27T22:53:42,82.61,utilities,target,0
txn_1380929,2025-04-28T00:06:42,95.79,utilities,amazon,0
txn_8699394,2025-04-28T00:13:42,148.09,utilities,walmart,0
txn_4326425,2025-04-28T01:09:42,76.13,utilities,local_restaurant,0
txn_3264719,2025-04-28T01:14:42,10.0,groceries,netflix,0
txn_2290906,2025-04-28T01:42:42,4.97,shopping,uber,0
txn_9370969,2025-04-28T02:36:42,54.85,dining,uber,0
txn_6543811,2025-04-28T04:29:42,75.9,dining,target,0
txn_5518037,2025-04-28T05:15:42,127.54,utilities,netflix,0
txn_4713759,2025-04-28T05:36:42,23.84,groceries,local_restaurant,0
txn_6021318,2025-04-28T06:44:42,75.56,utilities,netflix,0
txn_9439984,2025-04-28T08:47:42,1.62,groceries,local_restaurant,0
txn_5901167,2025-04-28T09:31:42,39.11,groceries,local_restaurant,0
txn_6944179,2025-04-28T09:33:42,20.35,entertainment,amazon,0
txn_3670492,2025-04-28T12:40:42,2.93,shopping,target,0
txn_6330222,2025-04-28T12:58:42,1737.67,rent,uber,0
txn_9677980,2025-04-28T13:20:42,9.49,dining,walmart,0
txn_3199318,2025-04-28T14:37:42,5.42,dining,netflix,0
txn_4508739,2025-04-28T15:30:42,31.52,groceries,target,0
txn_8099847,2025-04-28T15:41:42,105.7,utilities,netflix,0
txn_7520541,2025-04-28T18:32:42,34.74,dining,netflix,0
txn_2523728,2025-04-28T19:18:42,25.07,shopping,netflix,0
txn_4135732,2025-04-28T20:48:42,24.29,entertainment,starbucks,0
txn_4183934,2025-04-28T21:53:42,12.36,entertainment,starbucks,0
txn_6355205,2025-04-28T22:14:42,64.22,entertainment,starbucks,0
txn_2475785,2025-04-28T22:38:42,72.17,utilities,walmart,0
txn_3307396,2025-04-28T22:41:42,32.71,entertainment,walmart,0
txn_5343239,2025-04-29T00:39:42,41.05,shopping,walmart,0
txn_5463460,2025-04-29T02:24:42,10.12,dining,starbucks,0
txn_4017193,2025-04-29T02:27:42,13.98,entertainment,target,0
txn_9691520,2025-04-29T04:20:42,7.82,groceries,walmart,0
txn_8320217,2025-04-29T04:21:42,76.24,utilities,walmart,0
txn_4476896,2025-04-29T04:23:42,5.68,shopping,starbucks,0
txn_7329706,2025-04-29T05:07:42,10.17,dining,amazon,0
txn_7433230,2025-04-29T05:16:42,50.61,dining,local_restaurant,0
txn_6226861,2025-04-29T06:22:42,1467.36,rent,amazon,0
txn_5245820,2025-04-29T07:34:42,23.73,groceries,starbucks,0
txn_9695411,2025-04-29T08:24:42,28.5,groceries,target,0
txn_5185727,2025-04-29T08:39:42,8.62,dining,local_restaurant,0
txn_2302117,2025-04-29T08:57:42,11769.15,groceries,uber,1
txn_4269875,2025-04-29T09:19:42,1557.01,rent,uber,0
txn_5421811,2025-04-29T09:51:42,1388.5,rent,local_restaurant,0
txn_5494950,2025-04-29T10:06:42,1618.0,rent,target,0
txn_9886809,2025-04-29T13:54:42,7.27,groceries,target,0
txn_8319300,2025-04-29T16:07:42,121.45,utilities,uber,0
txn_5190247,2025-04-29T16:11:42,74.88,entertainment,amazon,0
txn_6908504,2025-04-29T16:20:42,15.33,dining,amazon,0
txn_3418495,2025-04-29T17:30:42,139.88,utilities,local_restaurant,0
txn_9129163,2025-04-29T19:42:42,6772.28,shopping,walmart,1
txn_1204635,2025-04-29T20:22:42,3.0,shopping,target,0
txn_5170076,2025-04-29T20:59:42,90.31,utilities,walmart,0
txn_7372910,2025-04-29T23:07:42,1743.96,rent,walmart,0
txn_7926713,2025-04-30T00:51:42,40.59,shopping,uber,0
txn_7691632,2025-04-30T01:14:42,103.29,utilities,uber,0
txn_1170482,2025-04-30T01:51:42,16.62,entertainment,starbucks,0
txn_6359050,2025-04-30T02:13:42,38.92,entertainment,local_restaurant,0
txn_3417761,2025-04-30T02:36:42,138.15,utilities,walmart,0
txn_2398670,2025-04-30T04:42:42,21.34,entertainment,netflix,0
txn_3428062,2025-04-30T05:25:42,1846.25,rent,amazon,0
txn_6377201,2025-04-30T05:35:42,8.71,entertainment,amazon,0
txn_6816504,2025-04-30T06:36:42,6.34,shopping,amazon,0
txn_2733499,2025-04-30T08:24:42,101.74,utilities,local_restaurant,0
txn_3967658,2025-04-30T08:26:42,109.27,utilities,uber,0
txn_6028035,2025-04-30T09:24:42,19.86,dining,target,0
txn_2003510,2025-04-30T10:09:42,1221.24,rent,local_restaurant,0
txn_6373303,2025-04-30T10:49:42,17.15,shopping,walmart,0
txn_5379845,2025-04-30T11:25:42,1769.08,rent,target,0
txn_8179156,2025-04-30T13:58:42,110.55,utilities,target,0
txn_8241282,2025-04-30T15:03:42,8.69,shopping,netflix,0
txn_6217084,2025-04-30T15:04:42,10.76,groceries,uber,0
txn_6280051,2025-04-30T15:13:42,41.21,entertainment,target,0
txn_9699653,2025-04-30T15:18:42,20.34,dining,amazon,0
txn_3415877,2025-04-30T15:52:42,9.31,dining,uber,0
txn_2655397,2025-04-30T16:18:42,155.08,utilities,local_restaurant,0
txn_9899691,2025-04-30T18:44:42,10.74,groceries,target,0
txn_6406157,2025-04-30T18:56:42,124.23,shopping,netflix,0
txn_7694762,2025-04-30T20:34:42,1361.74,rent,netflix,0
txn_8320309,2025-04-30T21:35:42,20.07,groceries,starbucks,0
txn_3458020,2025-04-30T22:04:42,26.55,dining,local_restaurant,0
txn_2673215,2025-04-30T23:53:42,37.2,entertainment,starbucks,0
txn_8613269,2025-05-01T02:01:42,15.36,dining,local_restaurant,0
txn_1337835,2025-05-01T02:22:42,25.68,groceries,starbucks,0
txn_7644639,2025-05-01T03:33:42,18.98,dining,amazon,0
txn_8255309,2025-05-01T03:38:42,1663.7,rent,uber,0
txn_6504489,2025-05-01T03:50:42,1369.55,rent,amazon,0
txn_6287519,2025-05-01T04:10:42,76.74,dining,walmart,0
txn_7942230,2025-05-01T04:22:42,28.74,groceries,netflix,0
txn_3487166,2025-05-01T05:28:42,82.99,groceries,amazon,0
txn_8923417,2025-05-01T05:53:42,40.62,dining,target,0
txn_1589522,2025-05-01T06:31:42,9.93,shopping,uber,0
txn_3763357,2025-05-01T07:25:42,95.34,utilities,target,0
txn_4680673,2025-05-01T07:25:42,1544.99,rent,walmart,0
txn_6227500,2025-05-01T07:40:42,6.35,dining,target,0
txn_5038069,2025-05-01T08:47:42,13.69,groceries,starbucks,0
txn_8840105,2025-05-01T08:55:42,115.57,utilities,starbucks,0
txn_5239200,2025-05-01T10:08:42,50.37,groceries,walmart,0
txn_8382003,2025-05-01T11:49:42,21.47,shopping,target,0
txn_9932214,2025-05-01T12:26:42,19.47,dining,uber,0
txn_2839968,2025-05-01T13:52:42,16.84,groceries,walmart,0
txn_6005816,2025-05-01T13:59:42,27.72,dining,starbucks,0
txn_3300188,2025-05-01T15:30:42,105.84,utilities,walmart,0
txn_3865057,2025-05-01T16:25:42,26.91,entertainment,local_restaurant,0
txn_2060441,2025-05-01T16:27:42,1904.34,rent,netflix,0
txn_8542242,2025-05-01T17:54:42,1426.75,rent,netflix,0
txn_6582841,2025-05-01T18:32:42,20.46,shopping,amazon,0
txn_1931370,2025-05-01T20:39:42,34.12,dining,local_restaurant,0
txn_1487976,2025-05-01T20:49:42,82.04,utilities,amazon,0
txn_9378756,2025-05-01T21:06:42,1949.63,rent,uber,0
txn_6428978,2025-05-01T21:16:42,2084.71,rent,walmart,0
txn_8046658,2025-05-01T21:42:42,13.4,dining,amazon,0
txn_9566344,2025-05-01T23:40:42,16.02,shopping,starbucks,0
txn_8319359,2025-05-02T00:27:42,15.87,entertainment,local_restaurant,0
txn_1895176,2025-05-02T01:58:42,47.78,utilities,amazon,0
txn_2676390,2025-05-02T02:47:42,27.74,groceries,amazon,0
txn_9902483,2025-05-02T03:20:42,1592.93,rent,netflix,0
txn_7615920,2025-05-02T03:58:42,26.07,dining,target,0
txn_4921076,2025-05-02T04:25:42,84.85,groceries,amazon,0
txn_4801250,2025-05-02T04:46:42,70.71,utilities,amazon,0
txn_6409861,2025-05-02T08:01:42,23.31,groceries,local_restaurant,0
txn_9868901,2025-05-02T08:13:42,20.11,entertainment,netflix,0
txn_5529717,2025-05-02T09:10:42,144.94,utilities,netflix,0
txn_1009201,2025-05-02T09:12:42,1359.27,rent,amazon,0
txn_6577441,2025-05-02T11:28:42,13.78,shopping,target,0
txn_3965548,2025-05-02T12:39:42,30.72,groceries,netflix,0
txn_5501757,2025-05-02T13:11:42,21.23,entertainment,starbucks,0
txn_3434968,2025-05-02T15:53:42,113.78,entertainment,starbucks,0
txn_1702775,2025-05-02T17:50:42,54.78,utilities,local_restaurant,0
txn_3991890,2025-05-02T19:19:42,68.15,utilities,amazon,0
txn_1550050,2025-05-02T21:04:42,1409.02,rent,uber,0
txn_3768165,2025-05-02T21:25:42,20.62,shopping,starbucks,0
txn_5447684,2025-05-02T21:39:42,1732.94,rent,netflix,0
txn_6544768,2025-05-02T21:52:42,17.9,shopping,uber,0
txn_6043548,2025-05-03T00:11:42,0.51,rent,target,1
txn_8067382,2025-05-03T01:04:42,8.97,groceries,local_restaurant,0
txn_9441243,2025-05-03T01:57:42,35.28,dining,walmart,0
txn_6423444,2025-05-03T02:02:42,37.61,shopping,walmart,0
txn_5020254,2025-05-03T02:05:42,134.9,utilities,walmart,0
txn_7369126,2025-05-03T02:17:42,7.69,groceries,local_restaurant,0
txn_7366529,2025-05-03T03:19:42,1690.6,rent,local_restaurant,0
txn_6954632,2025-05-03T03:58:42,5.61,dining,amazon,0
txn_9188067,2025-05-03T04:49:42,9.59,entertainment,local_restaurant,0
txn_2991824,2025-05-03T05:21:42,68.98,entertainment,walmart,0
txn_1822317,2025-05-03T05:28:42,22.12,groceries,walmart,0
txn_2082221,2025-05-03T05:50:42,13.85,dining,amazon,0
txn_8303386,2025-05-03T06:56:42,8.54,entertainment,target,0
txn_6916106,2025-05-03T07:17:42,1356.2,rent,netflix,0
txn_6127736,2025-05-03T07:25:42,35.97,groceries,target,0
txn_8129016,2025-05-03T07:34:42,1214.71,rent,starbucks,0
txn_4730519,2025-05-03T08:01:42,15.38,dining,amazon,0
txn_9839008,2025-05-03T12:53:42,7.46,dining,starbucks,0
txn_5303313,2025-05-03T13:28:42,1534.89,rent,local_restaurant,0
txn_6050058,2025-05-03T13:41:42,1366.91,rent,amazon,0
txn_8949504,2025-05-03T15:18:42,52.12,shopping,uber,0
txn_1155531,2025-05-03T15:26:42,51.36,groceries,local_restaurant,0
txn_3366601,2025-05-03T18:31:42,49.29,shopping,target,0
txn_3548421,2025-05-03T18:50:42,6.82,groceries,starbucks,0
txn_3697391,2025-05-03T18:55:42,122.68,entertainment,starbucks,0
txn_1434076,2025-05-03T19:44:42,54.65,utilities,netflix,0
txn_6888527,2025-05-03T20:24:42,13.62,dining,starbucks,0
txn_5035879,2025-05-03T20:44:42,3.87,shopping,netflix,0
txn_6444003,2025-05-03T20:47:42,30.31,dining,amazon,0
txn_5927701,2025-05-03T23:45:42,49.36,dining,local_restaurant,0
